1064	-0.376	0.103	-0.789	-0.319	0.067
1065	-0.429	0.052	-0.885	-0.379	-0.044
1066	-0.473	-0.001	-0.997	-0.437	-0.106
1067	-0.499	-0.037	-1.062	-0.497	-0.165
1068	-0.482	-0.014	-1.038	-0.529	-0.225
1069	-0.438	0.046	-0.963	-0.531	-0.249
1070	-0.389	0.114	-0.876	-0.494	-0.208
1071	-0.335	0.179	-0.803	-0.428	-0.128
1072	-0.294	0.216	-0.767	-0.379	-0.06
1073	-0.274	0.225	-0.766	-0.34	-0.005
1074	-0.257	0.229	-0.754	-0.312	0.029
1075	-0.251	0.223	-0.736	-0.327	0.01
1076	-0.267	0.201	-0.745	-0.372	-0.038
1077	-0.28	0.183	-0.735	-0.406	-0.069
1078	-0.282	0.174	-0.722	-0.417	-0.071
1079	-0.286	0.184	-0.736	-0.382	-0.021
1080	-0.275	0.212	-0.741	-0.298	0.061
1081	-0.246	0.249	-0.71	-0.22	0.103
1082	-0.213	0.293	-0.657	-0.173	0.093
1083	-0.186	0.327	-0.603	-0.139	0.07
1084	-0.168	0.335	-0.57	-0.1	0.048
1085	-0.169	0.318	-0.593	-0.077	0.022
1086	-0.172	0.308	-0.629	-0.087	0.002
1087	-0.157	0.321	-0.63	-0.102	-0.019
1088	-0.139	0.335	-0.596	-0.104	-0.036
1089	-0.126	0.344	-0.561	-0.079	-0.014
1090	-0.126	0.341	-0.558	-0.024	0.039
1091	-0.154	0.312	-0.599	0.014	0.071
1092	-0.201	0.273	-0.678	-0.014	0.058
1093	-0.246	0.241	-0.754	-0.092	-0.019
1094	-0.286	0.205	-0.796	-0.183	-0.147
1095	-0.314	0.185	-0.816	-0.262	-0.251
1096	-0.33	0.188	-0.837	-0.336	-0.31
1097	-0.344	0.17	-0.852	-0.399	-0.329
1098	-0.347	0.15	-0.844	-0.423	-0.299
1099	-0.328	0.159	-0.813	-0.415	-0.236
1100	-0.286	0.175	-0.77	-0.404	-0.167
1101	-0.235	0.201	-0.713	-0.376	-0.09
1102	-0.2	0.24	-0.677	-0.329	-0.009
1103	-0.193	0.256	-0.683	-0.267	0.08
1104	-0.193	0.257	-0.69	-0.174	0.187
1105	-0.206	0.256	-0.701	-0.092	0.266
1106	-0.239	0.238	-0.734	-0.097	0.269
1107	-0.289	0.208	-0.776	-0.212	0.149
1108	-0.342	0.18	-0.802	-0.355	-0.039
1109	-0.362	0.161	-0.815	-0.448	-0.161
1110	-0.334	0.171	-0.81	-0.459	-0.167
1111	-0.285	0.218	-0.781	-0.397	-0.088
1112	-0.268	0.243	-0.768	-0.344	0
1113	-0.296	0.222	-0.779	-0.344	0.061
1114	-0.352	0.168	-0.801	-0.354	0.096
1115	-0.408	0.08	-0.827	-0.357	0.119
1116	-0.442	0	-0.867	-0.364	0.135
1117	-0.442	-0.006	-0.888	-0.368	0.132
1118	-0.419	0.031	-0.881	-0.395	0.076
1119	-0.397	0.053	-0.858	-0.453	-0.031
1120	-0.371	0.078	-0.821	-0.485	-0.107
1121	-0.354	0.097	-0.79	-0.474	-0.132
1122	-0.351	0.107	-0.774	-0.446	-0.131
1123	-0.341	0.122	-0.785	-0.409	-0.098
1124	-0.323	0.137	-0.809	-0.391	-0.064
1125	-0.318	0.126	-0.829	-0.426	-0.089
1126	-0.332	0.096	-0.84	-0.474	-0.146
1127	-0.354	0.078	-0.851	-0.495	-0.184
1128	-0.372	0.078	-0.865	-0.473	-0.182
1129	-0.387	0.066	-0.899	-0.413	-0.123
1130	-0.406	0.035	-0.939	-0.37	-0.067
1131	-0.445	0	-0.965	-0.383	-0.085
1132	-0.484	-0.04	-0.978	-0.41	-0.125
1133	-0.494	-0.051	-0.959	-0.43	-0.14
1134	-0.473	-0.017	-0.913	-0.446	-0.145
1135	-0.442	0.017	-0.878	-0.433	-0.124
1136	-0.418	0.039	-0.868	-0.421	-0.11
1137	-0.413	0.048	-0.884	-0.455	-0.167
1138	-0.42	0.033	-0.92	-0.497	-0.22
1139	-0.414	0.02	-0.931	-0.498	-0.195
1140	-0.404	0.031	-0.908	-0.479	-0.145
1141	-0.39	0.075	-0.869	-0.413	-0.077
1142	-0.373	0.133	-0.843	-0.323	0.001
1143	-0.369	0.168	-0.849	-0.285	0.041
1144	-0.379	0.168	-0.861	-0.295	0.055
1145	-0.377	0.146	-0.857	-0.317	0.074
1146	-0.36	0.121	-0.853	-0.356	0.08
1147	-0.333	0.134	-0.841	-0.384	0.087
1148	-0.305	0.174	-0.802	-0.403	0.08
1149	-0.301	0.194	-0.748	-0.445	0.024
1150	-0.294	0.203	-0.692	-0.44	-0.012
1151	-0.274	0.206	-0.67	-0.38	-0.025
1152	-0.259	0.201	-0.707	-0.334	-0.042
1153	-0.257	0.204	-0.759	-0.304	-0.032
1154	-0.263	0.206	-0.778	-0.305	-0.01
1155	-0.279	0.2	-0.763	-0.359	-0.023
1156	-0.281	0.206	-0.727	-0.401	-0.03
1157	-0.26	0.216	-0.691	-0.393	-0.016
1158	-0.243	0.228	-0.669	-0.365	0
1159	-0.225	0.252	-0.651	-0.316	0.039
1160	-0.21	0.26	-0.649	-0.256	0.087
1161	-0.21	0.244	-0.671	-0.228	0.108
1162	-0.207	0.224	-0.696	-0.231	0.102
1163	-0.203	0.206	-0.721	-0.252	0.07
1164	-0.211	0.2	-0.725	-0.297	0.007
1165	-0.212	0.225	-0.7	-0.332	-0.056
1166	-0.198	0.252	-0.672	-0.32	-0.083
1167	-0.197	0.23	-0.658	-0.282	-0.069
1168	-0.212	0.181	-0.662	-0.26	-0.048
1169	-0.242	0.145	-0.691	-0.276	-0.067
1170	-0.288	0.133	-0.73	-0.329	-0.126
1171	-0.33	0.135	-0.763	-0.392	-0.181
1172	-0.349	0.151	-0.788	-0.414	-0.173
1173	-0.332	0.158	-0.79	-0.37	-0.068
1174	-0.307	0.139	-0.784	-0.316	0.058
1175	-0.293	0.124	-0.778	-0.291	0.116
1176	-0.287	0.131	-0.768	-0.286	0.1
1177	-0.288	0.132	-0.763	-0.312	0.035
1178	-0.299	0.121	-0.775	-0.363	-0.042
1179	-0.299	0.129	-0.779	-0.385	-0.08
1180	-0.281	0.144	-0.756	-0.37	-0.086
1181	-0.255	0.164	-0.728	-0.336	-0.07
1182	-0.215	0.226	-0.703	-0.275	-0.016
1183	-0.176	0.295	-0.681	-0.236	0.044
1184	-0.162	0.32	-0.669	-0.261	0.076
1185	-0.167	0.313	-0.667	-0.298	0.095
1186	-0.195	0.278	-0.683	-0.324	0.08
1187	-0.231	0.227	-0.71	-0.337	0.042
1188	-0.255	0.183	-0.739	-0.318	0.021
1189	-0.274	0.159	-0.768	-0.301	-0.009
1190	-0.286	0.166	-0.781	-0.307	-0.037
1191	-0.293	0.176	-0.78	-0.323	-0.047
1192	-0.286	0.184	-0.77	-0.32	-0.044
1193	-0.27	0.202	-0.754	-0.306	-0.058
1194	-0.267	0.195	-0.736	-0.291	-0.087
1195	-0.293	0.153	-0.747	-0.299	-0.13
1196	-0.335	0.126	-0.793	-0.329	-0.153
1197	-0.371	0.106	-0.837	-0.346	-0.119
1198	-0.396	0.082	-0.872	-0.379	-0.121
1199	-0.402	0.086	-0.912	-0.428	-0.182
1200	-0.406	0.086	-0.944	-0.46	-0.239
1201	-0.434	0.053	-0.965	-0.478	-0.266
1202	-0.478	0.005	-0.997	-0.485	-0.245
1203	-0.519	-0.044	-1.018	-0.476	-0.175
1204	-0.549	-0.092	-1.005	-0.493	-0.133
1205	-0.571	-0.129	-1.004	-0.56	-0.158
1206	-0.569	-0.144	-1.027	-0.6	-0.166
1207	-0.548	-0.136	-1.032	-0.602	-0.178
1208	-0.527	-0.113	-1.029	-0.59	-0.223
1209	-0.501	-0.072	-1.022	-0.529	-0.222
1210	-0.48	-0.026	-1.001	-0.458	-0.202
1211	-0.479	-0.015	-0.983	-0.431	-0.206
1212	-0.487	-0.031	-0.99	-0.424	-0.209
1213	-0.49	-0.038	-0.987	-0.434	-0.244
1214	-0.485	-0.013	-0.959	-0.475	-0.318
1215	-0.469	0.027	-0.931	-0.504	-0.342
1216	-0.445	0.067	-0.912	-0.492	-0.307
1217	-0.429	0.084	-0.909	-0.473	-0.279
1218	-0.413	0.075	-0.9	-0.447	-0.246
1219	-0.397	0.068	-0.872	-0.402	-0.208
1220	-0.387	0.085	-0.84	-0.352	-0.189
1221	-0.377	0.107	-0.822	-0.31	-0.177
1222	-0.359	0.108	-0.809	-0.262	-0.153
1223	-0.335	0.11	-0.8	-0.212	-0.131
1224	-0.311	0.134	-0.796	-0.198	-0.124
1225	-0.293	0.177	-0.772	-0.217	-0.105
1226	-0.299	0.209	-0.754	-0.223	-0.069
1227	-0.332	0.192	-0.769	-0.216	-0.051
1228	-0.379	0.128	-0.806	-0.216	-0.029
1229	-0.416	0.052	-0.845	-0.227	0.017
1230	-0.444	0.021	-0.88	-0.278	0.025
1231	-0.453	0.051	-0.902	-0.366	-0.023
1232	-0.44	0.094	-0.913	-0.439	-0.086
1233	-0.418	0.118	-0.917	-0.461	-0.148
1234	-0.405	0.12	-0.915	-0.454	-0.201
1235	-0.39	0.12	-0.904	-0.419	-0.206
1236	-0.373	0.122	-0.884	-0.372	-0.172
1237	-0.367	0.121	-0.855	-0.339	-0.128
1238	-0.353	0.11	-0.821	-0.316	-0.068
1239	-0.334	0.091	-0.783	-0.293	0.012
1240	-0.318	0.086	-0.743	-0.26	0.094
1241	-0.303	0.104	-0.726	-0.24	0.132
1242	-0.286	0.147	-0.728	-0.259	0.117
1243	-0.262	0.204	-0.717	-0.306	0.08
1244	-0.226	0.269	-0.684	-0.352	0.024
1245	-0.182	0.33	-0.639	-0.382	-0.04
1246	-0.15	0.364	-0.601	-0.371	-0.067
1247	-0.147	0.337	-0.603	-0.314	-0.048
1248	-0.174	0.275	-0.64	-0.248	-0.001
1249	-0.208	0.213	-0.685	-0.213	0.031
1250	-0.236	0.164	-0.723	-0.207	0.031
1251	-0.272	0.134	-0.764	-0.225	0.013
1252	-0.318	0.111	-0.8	-0.262	-0.027
1253	-0.368	0.082	-0.821	-0.298	-0.077
1254	-0.409	0.048	-0.829	-0.314	-0.099
1255	-0.412	0.035	-0.819	-0.308	-0.106
1256	-0.398	0.034	-0.817	-0.323	-0.146
1257	-0.396	0.035	-0.84	-0.374	-0.178
1258	-0.408	0.028	-0.874	-0.451	-0.191
1259	-0.409	0.033	-0.878	-0.511	-0.197
1260	-0.391	0.065	-0.837	-0.537	-0.186
1261	-0.365	0.096	-0.785	-0.527	-0.167
1262	-0.333	0.12	-0.76	-0.49	-0.177
1263	-0.318	0.124	-0.759	-0.466	-0.217
1264	-0.32	0.112	-0.765	-0.447	-0.224
1265	-0.324	0.095	-0.772	-0.411	-0.192
1266	-0.33	0.072	-0.785	-0.352	-0.155
1267	-0.361	0.041	-0.825	-0.327	-0.154
1268	-0.401	0.022	-0.88	-0.364	-0.211
1269	-0.428	0.016	-0.92	-0.415	-0.276
1270	-0.442	0.022	-0.936	-0.447	-0.3
1271	-0.441	0.047	-0.93	-0.457	-0.307
1272	-0.42	0.079	-0.903	-0.433	-0.298
1273	-0.386	0.113	-0.881	-0.374	-0.246
1274	-0.35	0.151	-0.867	-0.316	-0.184
1275	-0.338	0.154	-0.866	-0.306	-0.173
1276	-0.353	0.123	-0.888	-0.342	-0.194
1277	-0.385	0.087	-0.904	-0.381	-0.229
1278	-0.423	0.044	-0.909	-0.415	-0.294
1279	-0.435	0.01	-0.904	-0.437	-0.36
1280	-0.413	0.004	-0.881	-0.403	-0.375
1281	-0.383	0.016	-0.851	-0.322	-0.368
1282	-0.374	0.035	-0.847	-0.276	-0.399
1283	-0.39	0.065	-0.867	-0.273	-0.425
1284	-0.429	0.068	-0.893	-0.294	-0.424
1285	-0.463	0.039	-0.908	-0.336	-0.436
1286	-0.472	0.019	-0.893	-0.367	-0.445
1287	-0.469	0.009	-0.867	-0.383	-0.449
1288	-0.472	-0.006	-0.88	-0.406	-0.484
1289	-0.488	-0.028	-0.936	-0.432	-0.523
1290	-0.493	-0.023	-0.981	-0.45	-0.509
1291	-0.468	0.003	-0.971	-0.469	-0.457
1292	-0.43	0.033	-0.917	-0.48	-0.384
1293	-0.399	0.059	-0.856	-0.485	-0.307
1294	-0.386	0.061	-0.824	-0.507	-0.279
1295	-0.385	0.033	-0.835	-0.52	-0.281
1296	-0.381	0.008	-0.86	-0.504	-0.274
1297	-0.38	0.006	-0.877	-0.521	-0.287
1298	-0.388	0.005	-0.893	-0.563	-0.292
1299	-0.397	0.016	-0.903	-0.571	-0.239
1300	-0.391	0.061	-0.888	-0.545	-0.176
1301	-0.361	0.112	-0.849	-0.505	-0.132
1302	-0.318	0.14	-0.809	-0.453	-0.089
1303	-0.289	0.149	-0.781	-0.407	-0.065
1304	-0.292	0.143	-0.786	-0.383	-0.048
1305	-0.318	0.123	-0.813	-0.356	0.005
1306	-0.359	0.102	-0.835	-0.343	0.045
1307	-0.391	0.096	-0.847	-0.343	0.022
1308	-0.388	0.107	-0.849	-0.308	-0.019
1309	-0.364	0.12	-0.845	-0.251	-0.036
1310	-0.337	0.117	-0.846	-0.224	-0.041
1311	-0.32	0.105	-0.845	-0.216	-0.043
1312	-0.32	0.116	-0.817	-0.231	-0.043
1313	-0.31	0.174	-0.771	-0.265	-0.047
1314	-0.274	0.258	-0.724	-0.263	-0.053
1315	-0.238	0.307	-0.683	-0.237	-0.056
1316	-0.224	0.286	-0.671	-0.246	-0.082
1317	-0.236	0.22	-0.69	-0.268	-0.152
1318	-0.268	0.169	-0.716	-0.274	-0.22
1319	-0.291	0.171	-0.732	-0.262	-0.219
1320	-0.294	0.195	-0.74	-0.242	-0.164
1321	-0.302	0.188	-0.759	-0.267	-0.139
1322	-0.313	0.15	-0.786	-0.311	-0.131
1323	-0.325	0.107	-0.804	-0.317	-0.119
1324	-0.338	0.08	-0.822	-0.285	-0.12
1325	-0.344	0.08	-0.838	-0.226	-0.109
1326	-0.352	0.1	-0.84	-0.181	-0.074
1327	-0.364	0.116	-0.831	-0.203	-0.083
1328	-0.375	0.105	-0.829	-0.282	-0.144
1329	-0.389	0.066	-0.835	-0.36	-0.205
1330	-0.417	0.01	-0.856	-0.426	-0.275
1331	-0.451	-0.04	-0.885	-0.465	-0.325
1332	-0.49	-0.091	-0.94	-0.47	-0.304
1333	-0.541	-0.132	-1.015	-0.474	-0.26
1334	-0.579	-0.136	-1.072	-0.501	-0.25
1335	-0.597	-0.116	-1.095	-0.545	-0.256
1336	-0.597	-0.082	-1.081	-0.598	-0.28
1337	-0.57	-0.035	-1.037	-0.615	-0.289
1338	-0.522	0	-1.003	-0.557	-0.238
1339	-0.491	-0.009	-1.011	-0.491	-0.18
1340	-0.484	-0.027	-1.024	-0.475	-0.164
1341	-0.49	-0.039	-1.025	-0.485	-0.177
1342	-0.516	-0.079	-1.032	-0.513	-0.229
1343	-0.545	-0.114	-1.036	-0.543	-0.303
1344	-0.562	-0.11	-1.033	-0.56	-0.351
1345	-0.572	-0.092	-1.033	-0.59	-0.377
1346	-0.567	-0.063	-1.023	-0.643	-0.385
1347	-0.538	-0.025	-1.001	-0.688	-0.357
1348	-0.499	-0.011	-0.983	-0.701	-0.311
1349	-0.457	-0.007	-0.946	-0.684	-0.253
1350	-0.418	0.022	-0.898	-0.638	-0.177
1351	-0.399	0.05	-0.88	-0.588	-0.118
1352	-0.393	0.062	-0.88	-0.556	-0.105
1353	-0.38	0.079	-0.867	-0.528	-0.108
1354	-0.365	0.098	-0.847	-0.495	-0.104
1355	-0.354	0.111	-0.838	-0.457	-0.11
1356	-0.351	0.115	-0.839	-0.411	-0.105
1357	-0.362	0.103	-0.855	-0.385	-0.104
1358	-0.372	0.087	-0.876	-0.408	-0.127
1359	-0.354	0.102	-0.873	-0.442	-0.132
1360	-0.317	0.14	-0.84	-0.458	-0.099
1361	-0.283	0.171	-0.804	-0.467	-0.068
1362	-0.25	0.208	-0.763	-0.444	-0.038
1363	-0.226	0.25	-0.703	-0.393	0.032
1364	-0.214	0.278	-0.66	-0.341	0.118
1365	-0.208	0.283	-0.659	-0.273	0.191
1366	-0.219	0.253	-0.687	-0.198	0.233
1367	-0.258	0.19	-0.74	-0.18	0.188
1368	-0.308	0.129	-0.793	-0.22	0.054
1369	-0.347	0.09	-0.814	-0.291	-0.092
1370	-0.366	0.072	-0.803	-0.378	-0.188
1371	-0.348	0.087	-0.767	-0.41	-0.205
1372	-0.311	0.135	-0.73	-0.36	-0.145
1373	-0.28	0.2	-0.723	-0.281	-0.065
1374	-0.265	0.236	-0.737	-0.226	-0.031
1375	-0.266	0.239	-0.741	-0.214	-0.043
1376	-0.268	0.228	-0.731	-0.24	-0.063
1377	-0.266	0.205	-0.71	-0.299	-0.094
1378	-0.258	0.197	-0.713	-0.36	-0.12
1379	-0.247	0.204	-0.754	-0.392	-0.136
1380	-0.244	0.189	-0.79	-0.392	-0.154
1381	-0.26	0.137	-0.803	-0.378	-0.162
1382	-0.289	0.084	-0.791	-0.343	-0.16
1383	-0.317	0.041	-0.76	-0.296	-0.16
1384	-0.339	0.012	-0.764	-0.272	-0.171
1385	-0.347	0.01	-0.827	-0.264	-0.168
1386	-0.36	0.02	-0.898	-0.263	-0.16
1387	-0.384	0.035	-0.952	-0.296	-0.175
1388	-0.402	0.055	-0.983	-0.331	-0.194
1389	-0.4	0.097	-0.957	-0.32	-0.19
1390	-0.378	0.147	-0.9	-0.301	-0.186
1391	-0.354	0.16	-0.861	-0.308	-0.202
1392	-0.356	0.133	-0.838	-0.309	-0.2
1393	-0.393	0.092	-0.829	-0.306	-0.189
1394	-0.43	0.048	-0.84	-0.311	-0.185
1395	-0.438	0.017	-0.854	-0.288	-0.155
1396	-0.417	0.026	-0.851	-0.276	-0.126
1397	-0.383	0.053	-0.829	-0.319	-0.133
1398	-0.352	0.075	-0.799	-0.386	-0.147
1399	-0.334	0.105	-0.755	-0.447	-0.134
1400	-0.315	0.142	-0.702	-0.484	-0.09
1401	-0.281	0.187	-0.664	-0.464	-0.024
1402	-0.239	0.248	-0.649	-0.381	0.052
1403	-0.194	0.3	-0.64	-0.271	0.142
1404	-0.171	0.314	-0.644	-0.143	0.231
1405	-0.178	0.285	-0.653	-0.042	0.253
1406	-0.204	0.228	-0.667	-0.015	0.217
1407	-0.241	0.156	-0.715	-0.036	0.162
1408	-0.28	0.111	-0.781	-0.059	0.098
1409	-0.306	0.107	-0.842	-0.082	0.046
1410	-0.332	0.106	-0.881	-0.094	0.023
1411	-0.366	0.095	-0.889	-0.111	-0.011
1412	-0.404	0.069	-0.889	-0.19	-0.086
1413	-0.44	0.026	-0.898	-0.286	-0.142
1414	-0.448	0.008	-0.896	-0.328	-0.143
1415	-0.443	0.021	-0.891	-0.326	-0.107
1416	-0.446	0.028	-0.877	-0.305	-0.068
1417	-0.433	0.035	-0.843	-0.27	-0.039
1418	-0.417	0.038	-0.837	-0.262	-0.049
1419	-0.412	0.028	-0.843	-0.285	-0.11
1420	-0.395	0.04	-0.829	-0.321	-0.191
1421	-0.364	0.094	-0.804	-0.36	-0.25
1422	-0.334	0.159	-0.774	-0.344	-0.229
1423	-0.298	0.216	-0.741	-0.257	-0.139
1424	-0.262	0.256	-0.727	-0.147	-0.039
1425	-0.252	0.264	-0.744	-0.047	0.035
1426	-0.262	0.239	-0.772	0.01	0.067
1427	-0.282	0.204	-0.801	-0.015	0.039
1428	-0.304	0.186	-0.827	-0.064	-0.002
1429	-0.315	0.184	-0.844	-0.081	-0.025
1430	-0.3	0.211	-0.83	-0.095	-0.058
1431	-0.262	0.275	-0.793	-0.099	-0.079
1432	-0.235	0.309	-0.758	-0.079	-0.061
1433	-0.235	0.289	-0.734	-0.081	-0.044
1434	-0.258	0.235	-0.729	-0.092	-0.047
1435	-0.305	0.163	-0.768	-0.097	-0.06
1436	-0.357	0.109	-0.826	-0.137	-0.1
1437	-0.39	0.093	-0.866	-0.198	-0.128
1438	-0.412	0.093	-0.887	-0.243	-0.115
1439	-0.436	0.084	-0.886	-0.29	-0.113
1440	-0.439	0.084	-0.873	-0.307	-0.103
1441	-0.435	0.084	-0.89	-0.281	-0.075
1442	-0.442	0.068	-0.936	-0.247	-0.081
1443	-0.449	0.049	-0.962	-0.218	-0.109
1444	-0.459	0.031	-0.97	-0.201	-0.132
1445	-0.486	-0.005	-0.997	-0.232	-0.205
1446	-0.523	-0.052	-1.039	-0.33	-0.335
1447	-0.564	-0.097	-1.092	-0.444	-0.438
1448	-0.612	-0.155	-1.15	-0.532	-0.487
1449	-0.66	-0.207	-1.186	-0.563	-0.475
1450	-0.705	-0.236	-1.191	-0.567	-0.416
1451	-0.734	-0.249	-1.194	-0.567	-0.371
1452	-0.738	-0.243	-1.217	-0.573	-0.37
1453	-0.725	-0.215	-1.241	-0.612	-0.386
1454	-0.722	-0.217	-1.269	-0.657	-0.386
1455	-0.74	-0.251	-1.291	-0.665	-0.361
1456	-0.772	-0.282	-1.294	-0.668	-0.319
1457	-0.796	-0.309	-1.275	-0.711	-0.303
1458	-0.79	-0.295	-1.235	-0.743	-0.307
1459	-0.755	-0.236	-1.184	-0.742	-0.313
1460	-0.709	-0.192	-1.158	-0.74	-0.323
1461	-0.673	-0.186	-1.172	-0.709	-0.32
1462	-0.652	-0.183	-1.202	-0.627	-0.285
1463	-0.641	-0.175	-1.226	-0.544	-0.245
1464	-0.638	-0.169	-1.219	-0.511	-0.222
1465	-0.641	-0.143	-1.176	-0.532	-0.23
1466	-0.643	-0.13	-1.133	-0.602	-0.272
1467	-0.629	-0.138	-1.096	-0.664	-0.279
1468	-0.599	-0.124	-1.058	-0.658	-0.214
1469	-0.562	-0.087	-1.028	-0.602	-0.123
1470	-0.527	-0.057	-1.032	-0.549	-0.05
1471	-0.517	-0.047	-1.057	-0.51	0
1472	-0.526	-0.056	-1.077	-0.493	0.003
1473	-0.535	-0.088	-1.081	-0.467	-0.016
1474	-0.542	-0.125	-1.056	-0.408	0.012
1475	-0.553	-0.157	-1.023	-0.385	0.035
1476	-0.573	-0.196	-1.019	-0.388	0.018
1477	-0.595	-0.229	-1.045	-0.36	-0.019
1478	-0.617	-0.238	-1.076	-0.345	-0.076
1479	-0.627	-0.22	-1.1	-0.377	-0.163
1480	-0.624	-0.185	-1.094	-0.428	-0.253
1481	-0.618	-0.156	-1.062	-0.496	-0.345
1482	-0.597	-0.12	-1.032	-0.526	-0.395
1483	-0.562	-0.073	-1.01	-0.488	-0.36
1484	-0.525	-0.037	-1.001	-0.432	-0.28
1485	-0.497	-0.012	-1.004	-0.4	-0.203
1486	-0.477	-0.008	-0.988	-0.388	-0.157
1487	-0.463	-0.029	-0.954	-0.373	-0.142
1488	-0.451	-0.04	-0.926	-0.321	-0.108
1489	-0.442	-0.025	-0.911	-0.244	-0.052
1490	-0.451	-0.032	-0.917	-0.223	-0.042
1491	-0.489	-0.061	-0.954	-0.27	-0.065
1492	-0.54	-0.084	-1.003	-0.343	-0.077
1493	-0.576	-0.104	-1.033	-0.379	-0.059
1494	-0.573	-0.095	-1.028	-0.348	-0.008
1495	-0.55	-0.059	-1.007	-0.302	0.004
1496	-0.523	-0.043	-1.002	-0.303	-0.063
1497	-0.496	-0.043	-1.007	-0.369	-0.148
1498	-0.473	-0.03	-1.012	-0.444	-0.183
1499	-0.444	-0.003	-1.009	-0.467	-0.162
1500	-0.406	0.026	-0.984	-0.443	-0.125
1501	-0.374	0.055	-0.931	-0.407	-0.104
1502	-0.361	0.078	-0.879	-0.37	-0.087
1503	-0.351	0.111	-0.843	-0.34	-0.069
1504	-0.348	0.149	-0.807	-0.297	-0.049
1505	-0.364	0.167	-0.79	-0.237	-0.021
1506	-0.392	0.147	-0.81	-0.226	-0.02
1507	-0.428	0.095	-0.845	-0.269	-0.057
1508	-0.452	0.048	-0.873	-0.308	-0.08
1509	-0.449	0.05	-0.881	-0.325	-0.084
1510	-0.429	0.094	-0.87	-0.305	-0.086
1511	-0.424	0.125	-0.872	-0.259	-0.108
1512	-0.451	0.111	-0.912	-0.247	-0.165
1513	-0.494	0.05	-0.963	-0.296	-0.251
1514	-0.53	-0.021	-1.008	-0.372	-0.319
1515	-0.53	-0.048	-1.018	-0.438	-0.316
1516	-0.5	-0.024	-0.973	-0.478	-0.254
1517	-0.474	0.006	-0.938	-0.484	-0.182
1518	-0.475	-0.007	-0.951	-0.469	-0.143
1519	-0.49	-0.036	-0.974	-0.452	-0.164
1520	-0.503	-0.053	-1.004	-0.45	-0.245
